date,C-A100,C-A107,C-A108,C-A109,C-A11,C-A110,C-A111,C-A112,C-A113,C-A115,C-A117,C-A119,C-A12,C-A120,C-A121,C-A122,C-A123,C-A124,C-A125,C-A126,C-A127,C-A128,C-A129,C-A13,C-A130,C-A132,C-A133,C-A134,C-A135,C-A136,C-A137,C-A139,C-A14,C-A140,C-A141,C-A142,C-A144,C-A146,C-A147,C-A148,C-A15,C-A151,C-A155,C-A156,C-A16,C-A160,C-A163,C-A164,C-A166,C-A167,C-A168,C-A169,C-A17,C-A170,C-A171,C-A172,C-A173,C-A174,C-A175,C-A176,C-A177,C-A178,C-A179,C-A18,C-A181,C-A183,C-A184,C-A185,C-A187,C-A189,C-A191,C-A192,C-A193,C-A194,C-A195,C-A196,C-A197,C-A198,C-A199,C-A2,C-A20,C-A204,C-A206,C-A207,C-A208,C-A21,C-A210,C-A211,C-A212,C-A213,C-A214,C-A215,C-A216,C-A218,C-A22,C-A220,C-A221,C-A223,C-A225,C-A227,C-A228,C-A232,C-A235,C-A236,C-A237,C-A238,C-A239,C-A241,C-A242,C-A244,C-A248,C-A249,C-A25,C-A250,C-A251,C-A252,C-A254,C-A255,C-A256,C-A257,C-A258,C-A259,C-A26,C-A260,C-A261,C-A266,C-A27,C-A270,C-A271,C-A272,C-A273,C-A274,C-A277,C-A279,C-A28,C-A280,C-A282,C-A283,C-A284,C-A286,C-A287,C-A288,C-A289,C-A290,C-A294,C-A299,C-A3,C-A300,C-A302,C-A303,C-A304,C-A305,C-A308,C-A309,C-A31,C-A310,C-A312,C-A313,C-A316,C-A317,C-A318,C-A319,C-A32,C-A321,C-A322,C-A324,C-A328,C-A329,C-A35,C-A36,C-A37,C-A38,C-A39,C-A40,C-A41,C-A44,C-A46,C-A47,C-A49,C-A51,C-A52,C-A54,C-A55,C-A56,C-A57,C-A59,C-A6,C-A61,C-A62,C-A63,C-A64,C-A65,C-A67,C-A68,C-A69,C-A7,C-A70,C-A73,C-A74,C-A76,C-A77,C-A78,C-A79,C-A8,C-A80,C-A81,C-A83,C-A84,C-A85,C-A86,C-A89,C-A9,C-A90,C-A93,C-A96,C-A98,C-A99
19/09/2013 0:00,6,33,5,12,8,5,5,3,8,6,14,7,16,6,8,1,10,12,6,10,20,7,16,10,26,13,6,6,16,10,10,6,50,10,12,3,10,10,33,8,50,10,20,7,40,4,20,6,4,30,13,0,13,15,6,23,15,10,40,23,20,23,3,7,4,26,6,8,8,33,16,33,40,7,2,30,20,10,14,4,50,40,9,14,5,40,10,5,15,10,33,16,6,8,35,10,8,33,10,5,6,10,6,17,25,16,7,26,16,16,8,16,9,8,4,15,14,8,8,8,4,6,2,7,16,4,14,6,5,10,16,12,2,7,8,7,64,26,16,10,10,4,10,10,15,18,5,3,14,0,30,5,15,3,10,8,20,10,6,11,13,10,10,10,10,16,11,3,25,13,8,14,23,25,7,15,20,40,5,25,8,35,16,25,10,16,12,17,10,4,0,10,40,8,26,8,10,40,15,8,20,10,3,0,5,16,14,7,14,7,13,20,7,25,6,6,16
20/09/2013 0:00,6,34,5,12,12,5,5,3,8,6,14,7,18,8,8,1,10,14,6,10,20,7,16,10,28,14,6,6,18,10,10,6,50,10,12,3,10,10,33,8,50,10,20,7,40,4,20,6,4,30,14,0,14,15,6,23,15,10,40,23,20,24,3,9,4,26,6,8,8,33,16,33,40,9,5,30,20,10,16,4,50,40,9,14,5,40,10,5,15,10,33,16,6,8,35,10,8,34,8,5,6,10,6,19,25,16,7,28,18,16,8,16,16,8,6,15,7,9,6,8,4,6,2,7,16,4,6,6,5,10,16,12,2,7,8,7,16,28,16,10,10,4,8,10,15,18,10,3,14,0,30,5,15,3,10,8,20,10,6,11,14,10,10,8,10,16,11,3,25,13,8,14,23,25,7,15,4,40,5,25,12,35,16,25,10,18,12,19,10,4,0,10,40,8,26,8,10,40,15,8,20,10,3,0,5,16,14,7,14,7,13,20,7,25,8,6,18
23/09/2013 0:00,67,51,93,29,18,91,54,18,0,9,74,25,95,4,99,25,78,70,84,22,89,51,82,11,26,44,85,91,72,50,4,72,41,61,40,12,46,47,51,59,77,96,73,8,10,98,65,10,7,89,47,56,65,72,22,69,38,89,57,42,68,39,80,83,31,13,35,67,3,12,64,9,97,90,62,79,87,98,36,61,5,4,61,94,94,93,94,59,32,3,49,93,24,54,6,27,71,51,57,14,58,2,83,45,25,79,54,68,29,83,87,51,66,49,5,85,60,67,11,38,84,84,80,80,92,9,90,51,83,33,55,0,51,1,28,98,25,85,66,96,87,26,24,9,86,36,86,9,46,39,50,57,40,11,9,19,8,27,77,11,10,55,53,56,55,69,69,29,69,58,84,23,4,59,34,67,80,25,41,67,81,83,79,91,98,86,59,59,27,38,17,68,94,14,71,40,15,49,5,53,1,72,91,19,67,7,80,57,18,79,80,65,17,78,35,26,86
24/09/2013 0:00,6,50,5,12,12,5,5,3,8,6,14,7,25,35,8,1,23,26,6,50,20,7,16,50,40,20,6,6,40,40,35,6,80,15,12,3,26,25,12,7,15,10,25,7,60,4,14,6,4,10,50,0,20,10,6,7,10,35,20,15,35,16,3,10,4,11,6,8,8,15,16,17,26,10,5,25,35,10,16,4,70,35,9,14,5,30,40,5,10,23,10,16,6,8,15,10,8,50,8,5,6,10,6,25,25,16,7,40,45,16,8,16,16,8,8,23,7,9,6,8,4,6,2,7,16,4,6,6,5,10,16,12,2,7,8,7,1,35,15,26,23,4,8,40,40,18,6,3,14,0,7,6,25,3,50,8,35,45,6,11,20,30,50,8,12,8,11,3,16,10,8,14,15,35,7,16,4,35,5,20,5,30,16,23,13,25,12,13,50,4,0,10,40,8,40,8,4,40,15,8,13,10,8,0,5,9,56,7,14,7,10,20,7,15,6,6,10
25/09/2013 0:00,6,40,5,16,12,5,5,3,8,6,14,7,10,16,8,1,24,28,12,16,12,7,18,14,20,16,6,16,40,26,16,14,70,10,10,3,28,8,12,7,15,12,25,7,30,4,14,6,4,10,20,0,10,10,16,7,10,10,20,15,20,18,3,10,4,11,6,6,2,15,13,17,28,10,5,25,35,18,16,6,100,35,9,12,5,50,10,5,10,24,10,14,6,13,15,8,8,50,8,5,16,16,6,25,25,14,7,30,23,10,4,5,16,6,8,24,7,9,6,8,4,7,2,7,26,6,6,6,5,10,7,12,2,6,8,7,1,16,15,28,24,4,8,20,26,18,6,3,14,0,7,6,25,4,33,8,10,26,6,15,10,14,26,8,12,8,13,3,18,10,8,12,15,35,7,18,4,13,5,20,5,70,16,24,13,16,14,14,20,4,0,10,40,5,40,8,4,40,15,8,14,5,7,0,5,9,14,7,12,7,10,20,7,15,6,6,10
26/09/2013 0:00,9,45,5,16,12,5,5,3,8,6,10,5,10,16,8,1,15,40,12,16,12,7,18,14,20,16,6,16,25,26,16,14,45,10,10,5,30,8,12,7,15,12,30,7,45,7,14,6,4,10,20,0,10,10,16,7,10,10,15,15,20,20,3,16,4,11,6,6,2,15,13,17,20,16,5,30,26,18,16,10,50,45,9,12,26,40,10,8,10,16,10,14,16,13,15,8,8,50,8,5,16,16,18,15,30,14,6,30,23,10,4,5,16,6,8,33,7,9,6,4,8,7,2,7,26,2,6,3,1,10,7,12,2,6,8,4,1,16,15,20,7,4,8,20,26,14,6,3,14,0,7,6,25,4,33,8,10,26,3,7,10,14,26,8,12,8,6,3,35,10,8,12,15,15,7,11,4,13,5,25,5,40,16,33,13,16,14,33,20,8,0,10,45,5,20,16,4,40,15,8,40,5,7,0,5,9,14,7,12,7,10,20,4,40,6,5,10
27/09/2013 0:00,73,9,43,12,70,21,34,99,66,14,17,21,52,96,90,46,5,49,22,71,60,9,85,15,74,45,53,72,98,14,94,58,60,34,77,52,25,82,67,38,93,39,22,54,71,79,18,93,27,38,49,15,59,40,46,25,18,92,63,49,16,15,25,64,58,97,69,73,40,76,83,88,18,70,79,96,46,79,93,65,2,100,50,56,64,68,5,14,7,88,33,85,6,41,38,42,8,23,43,52,21,38,68,45,81,91,37,50,31,3,83,35,68,50,2,44,77,96,84,67,86,54,44,32,82,86,20,59,17,34,73,97,44,36,55,13,95,56,87,49,78,15,59,16,39,76,13,6,24,97,25,23,49,36,10,36,84,15,40,34,26,18,77,26,64,41,81,52,44,31,78,56,93,8,26,66,29,41,10,63,60,95,76,20,25,79,38,74,81,100,38,38,93,3,88,5,84,74,88,70,22,18,81,73,36,62,6,98,48,27,54,97,27,61,48,94,82
30/09/2013 0:00,9,50,5,16,6,16,11,11,6,6,10,5,35,16,8,1,15,70,12,16,14,7,18,14,40,16,6,16,30,10,16,14,90,40,40,5,12,8,23,10,100,12,30,7,80,7,6,6,4,10,25,0,10,10,16,20,10,25,50,15,30,20,3,18,4,11,6,15,2,20,40,10,30,18,5,60,28,18,2,10,100,40,9,12,28,80,35,8,40,18,10,14,16,25,80,8,8,90,12,5,64,16,18,90,60,14,6,6,40,10,4,5,14,6,10,34,7,9,6,4,8,7,2,7,11,2,6,3,1,10,7,12,2,6,9,4,5,50,20,20,7,4,8,35,40,14,6,6,14,0,10,13,90,4,35,8,6,40,3,7,10,14,35,12,6,8,6,15,30,16,13,12,10,60,7,11,4,40,5,30,5,80,16,34,15,40,14,34,20,8,0,10,50,5,90,16,4,90,13,10,80,5,7,0,23,9,13,56,12,8,10,20,4,80,6,5,15
01/10/2013 0:00,9,50,5,16,6,16,11,11,6,6,10,5,35,16,8,1,15,30,12,16,5,7,18,14,40,16,6,16,25,10,16,14,30,40,40,5,12,8,23,10,20,12,30,7,30,7,6,6,4,10,25,0,10,10,16,20,10,25,40,15,30,17,3,17,4,11,6,15,2,20,40,10,40,7,5,35,15,18,2,20,80,40,9,12,12,30,35,8,40,11,10,14,16,25,15,8,8,50,12,5,16,16,18,30,30,14,6,6,40,10,4,5,14,6,17,20,7,9,6,4,8,7,2,7,11,2,6,3,1,10,7,12,2,6,9,4,1,50,20,20,9,4,8,35,40,14,6,10,14,0,10,13,80,4,35,8,6,40,3,7,10,14,35,12,6,8,6,15,35,16,13,12,10,20,7,44,4,40,5,30,8,20,16,17,7,40,14,12,20,8,0,12,40,5,25,16,4,50,13,10,15,5,7,0,23,9,13,7,12,8,10,20,4,20,6,5,15
02/10/2013 0:00,49,3,18,38,46,7,94,9,2,2,2,6,20,2,42,58,10,88,7,21,34,88,8,47,44,1,47,20,46,42,19,43,26,26,69,14,88,82,28,85,25,5,3,62,47,79,52,6,48,98,96,3,98,78,51,41,58,20,2,97,100,83,72,14,28,70,58,0,47,17,51,41,52,84,16,23,64,6,89,32,79,25,36,4,96,9,89,98,61,22,13,82,88,80,46,96,93,21,72,16,4,19,74,1,53,39,68,97,39,40,9,10,6,68,58,0,37,7,45,68,15,27,90,16,44,56,90,53,75,47,96,12,52,44,5,62,58,3,55,76,87,18,95,26,91,29,64,11,20,85,9,72,25,65,78,80,48,2,23,61,81,0,43,10,74,7,91,92,32,60,81,11,28,76,78,64,53,68,100,16,92,38,35,50,81,2,54,24,55,32,58,13,7,59,72,27,32,95,20,73,36,26,76,9,20,17,82,59,83,23,51,53,74,98,85,17,45
03/10/2013 0:00,9,25,4,13,6,16,11,11,23,6,14,5,10,16,7,1,12,40,8,13,5,8,12,12,16,14,6,14,33,40,10,10,40,16,10,5,12,5,12,26,20,3,40,30,26,7,6,16,6,26,14,0,20,30,6,26,12,6,33,15,23,17,3,17,4,10,14,6,2,33,26,6,33,7,5,40,40,16,2,20,40,33,9,8,12,33,10,8,10,11,20,6,15,23,40,12,8,40,12,6,14,18,12,25,40,20,8,6,16,8,4,5,14,6,17,20,7,9,6,14,8,7,2,3,11,2,6,3,1,10,7,14,2,8,9,4,1,20,10,33,20,10,8,13,20,18,6,10,7,0,30,5,26,8,33,8,6,16,3,7,14,20,33,12,6,8,6,6,15,26,13,8,30,20,6,11,4,26,7,6,8,20,6,17,7,16,20,12,14,8,0,12,40,11,75,13,26,10,13,26,15,5,7,0,20,9,13,12,6,8,10,13,4,20,6,5,15
04/10/2013 0:00,9,25,4,14,8,16,11,11,23,6,14,5,10,16,7,1,12,40,8,14,5,8,12,12,16,14,6,14,33,40,10,10,40,16,10,5,12,5,12,26,20,3,40,30,26,7,6,16,6,26,14,30,20,30,6,26,12,8,33,15,24,19,3,19,4,10,14,8,6,33,28,8,33,9,3,40,40,16,2,20,40,33,9,8,14,33,10,8,10,11,20,6,15,24,40,12,8,40,12,6,14,18,12,25,40,20,8,6,16,8,4,5,10,6,19,20,10,16,4,14,8,11,4,3,11,2,3,3,1,10,7,14,2,8,9,4,1,20,10,34,20,10,8,14,20,18,6,10,7,0,30,5,28,8,34,8,6,16,3,8,14,20,34,12,6,8,6,6,15,26,13,8,30,20,6,14,4,28,7,6,8,20,6,19,7,18,20,14,14,8,0,14,40,11,25,13,26,10,13,26,15,5,7,0,20,9,13,12,6,8,10,13,4,20,6,5,15
07/10/2013 0:00,9,25,4,25,8,20,15,15,24,6,14,5,20,16,7,1,12,70,8,20,15,8,12,12,16,14,6,14,34,10,30,30,80,16,40,5,20,5,12,28,5,3,33,30,28,7,40,16,6,28,14,7,20,30,6,28,12,45,34,15,35,20,3,23,4,10,14,25,15,34,6,35,34,26,3,80,16,16,2,10,80,34,9,8,15,100,35,8,16,11,20,6,15,16,20,12,8,50,12,6,14,18,12,25,100,16,8,6,16,8,4,5,10,6,6,26,10,16,4,14,8,45,26,3,11,2,3,3,1,10,7,14,2,8,9,4,10,35,10,35,30,10,8,35,20,18,20,10,7,0,30,5,100,8,50,8,35,16,3,15,14,20,50,12,15,8,6,6,26,28,15,8,30,20,6,13,4,50,7,6,8,20,6,23,7,35,20,16,14,8,0,10,30,11,80,13,28,80,15,28,20,5,7,0,20,9,15,12,6,8,10,13,4,26,6,5,15
08/10/2013 0:00,9,15,4,25,8,4,7,8,8,6,14,10,20,16,7,1,12,10,8,20,15,8,12,12,16,14,6,14,13,10,30,30,50,16,40,10,20,5,12,12,10,3,33,2,45,7,40,16,6,10,14,7,20,17,6,20,12,45,15,10,35,20,13,23,4,10,14,25,15,25,6,35,35,26,3,40,16,16,2,10,90,15,9,8,15,15,35,8,16,15,10,6,15,16,20,12,8,50,12,6,14,18,12,25,40,16,8,6,16,8,4,5,10,6,6,26,10,16,4,14,8,45,26,3,14,2,3,3,1,10,7,14,12,8,9,8,1,35,10,35,30,10,8,35,20,18,20,10,7,0,10,5,33,8,50,8,35,16,6,15,14,20,50,12,15,22,6,6,26,30,7,8,12,50,6,13,4,50,7,6,8,20,6,23,7,35,20,16,14,8,0,10,30,11,45,13,10,50,10,20,20,5,7,0,11,4,11,12,6,8,10,13,4,26,6,5,15
09/10/2013 0:00,9,15,4,15,8,4,7,8,8,6,14,5,20,15,7,1,25,10,4,15,15,8,10,7,13,15,6,8,13,10,6,15,50,15,16,1,16,5,12,12,5,3,34,2,45,7,10,16,16,10,20,7,33,17,10,20,12,33,15,10,40,20,3,24,4,10,14,12,6,25,6,30,35,28,3,40,16,10,4,10,90,15,9,12,6,15,16,8,16,17,10,4,15,16,20,2,4,90,12,6,15,3,12,30,40,16,8,6,11,10,3,5,10,23,6,28,10,16,4,14,8,3,28,3,16,2,3,3,1,6,14,14,3,8,9,5,12,15,10,33,26,6,8,15,13,18,20,17,7,0,10,5,33,8,40,6,20,26,3,22,10,18,40,12,25,22,6,3,28,30,7,6,12,50,6,13,4,33,7,6,12,20,6,24,8,30,13,16,15,8,0,10,30,11,45,13,10,50,10,20,20,6,2,0,11,4,11,12,12,8,10,13,4,28,6,5,15
10/10/2013 0:00,12,50,4,15,8,4,7,8,8,6,12,5,20,15,7,1,25,15,4,15,15,8,10,7,13,15,6,8,14,10,6,15,50,15,16,1,16,5,12,12,20,3,15,2,50,10,10,12,16,10,20,7,33,17,10,20,12,33,45,10,40,10,3,10,4,10,4,12,6,25,6,30,30,26,3,40,64,10,10,10,50,50,9,12,6,70,16,3,16,17,10,4,15,16,15,2,4,50,12,6,15,3,16,50,33,16,6,6,11,10,3,5,10,23,6,33,10,16,4,3,7,3,10,3,16,2,3,5,1,6,14,14,3,8,9,5,1,15,10,33,26,6,8,15,13,10,10,17,7,0,10,5,34,8,40,6,20,26,3,22,10,18,40,12,25,22,10,3,20,30,7,6,12,15,18,13,4,33,7,26,4,20,36,33,5,30,13,16,15,3,0,10,35,11,26,15,10,33,10,20,20,6,2,0,11,4,11,12,12,8,10,15,2,20,6,5,15
11/10/2013 0:00,12,50,4,20,7,4,7,8,8,6,12,5,20,26,7,1,25,15,4,16,15,8,16,7,14,15,6,8,40,40,6,13,50,23,16,1,16,5,18,14,5,3,15,2,50,4,10,12,16,10,23,7,34,19,10,20,18,34,45,10,26,10,3,10,7,10,4,12,6,25,6,30,30,26,3,40,16,10,10,10,50,50,9,12,6,30,16,3,16,17,10,4,8,16,15,2,4,50,7,6,23,3,16,50,33,16,6,6,11,10,3,5,5,24,6,33,7,8,4,3,7,3,10,3,18,2,3,5,1,6,14,14,3,8,8,5,14,23,10,34,28,6,7,23,13,10,10,17,7,0,10,5,30,8,16,6,16,28,3,22,10,18,16,4,26,24,25,3,20,30,7,6,14,15,18,13,4,34,7,26,4,20,6,33,5,30,14,16,13,3,0,10,35,14,26,7,10,33,10,20,20,6,2,0,11,4,11,18,12,8,10,20,2,20,6,5,15
14/10/2013 0:00,12,90,4,20,7,4,7,8,8,6,12,5,11,26,7,1,25,90,4,16,15,8,16,7,15,15,6,8,70,18,6,13,100,23,16,1,16,5,6,13,30,3,50,2,80,4,23,12,16,13,23,7,30,16,10,6,23,20,16,10,26,10,3,10,7,15,4,12,6,26,30,35,50,28,3,90,26,10,10,10,100,80,9,12,6,80,16,3,40,19,50,4,8,10,80,2,4,33,7,6,23,3,16,26,34,30,6,6,11,10,3,5,5,2,10,34,7,8,4,3,7,3,10,3,26,2,3,5,1,6,14,14,3,8,8,5,1,23,20,10,6,6,7,23,13,10,10,19,7,0,10,5,60,8,16,6,16,33,3,24,4,18,16,4,26,13,25,3,30,20,7,6,15,90,18,15,16,30,7,28,4,100,6,34,5,26,30,20,13,3,0,10,33,13,80,7,10,34,10,13,30,6,2,0,11,4,11,16,12,8,10,20,2,33,10,5,23
15/10/2013 0:00,12,40,4,20,7,4,7,8,8,6,12,5,11,28,7,1,12,4,4,18,10,8,18,7,15,15,6,8,11,18,6,14,45,24,16,1,16,5,6,13,35,3,40,2,35,4,23,12,16,13,24,7,30,16,10,6,23,20,16,10,28,10,3,10,7,15,4,12,6,26,30,35,15,7,3,15,26,10,7,10,50,22,9,12,6,25,16,3,40,10,10,4,8,10,12,2,4,33,7,6,24,3,16,26,15,30,6,6,11,10,3,5,5,2,17,17,7,8,4,3,7,3,10,3,26,2,3,5,1,6,14,14,3,8,8,5,1,24,20,10,6,6,7,24,13,10,8,10,7,0,10,10,20,8,16,6,18,33,3,4,4,18,16,4,28,13,25,3,12,20,7,6,15,40,18,17,12,30,7,40,4,30,6,20,5,26,30,2,13,3,0,15,33,13,20,7,10,20,10,13,20,6,2,0,11,4,11,16,12,8,10,20,2,33,10,5,23
16/10/2013 0:00,12,40,10,13,9,6,7,8,12,6,12,5,11,14,10,30,12,4,4,10,10,8,10,7,8,15,10,14,11,18,10,4,45,16,10,1,13,5,8,14,5,3,40,2,35,4,24,12,4,13,20,7,30,16,14,8,24,14,18,10,30,10,3,10,7,15,4,12,6,28,30,26,15,7,6,15,28,26,7,10,50,22,9,12,6,25,14,3,26,10,10,4,8,10,12,2,4,34,9,5,20,3,16,28,15,30,6,18,11,10,3,5,5,2,17,17,7,8,4,3,7,3,10,3,28,2,6,5,1,8,7,12,3,14,8,5,17,26,20,10,6,2,7,10,15,13,8,10,7,0,10,8,20,3,16,12,10,34,3,4,4,14,16,4,20,13,25,3,12,20,8,14,15,40,18,17,12,30,10,40,4,30,6,20,5,28,30,2,13,3,0,15,34,13,20,9,10,30,10,14,20,5,2,0,14,4,14,16,6,8,10,20,2,34,10,5,24
17/10/2013 0:00,12,45,6,13,11,26,7,8,2,10,12,5,11,14,5,3,12,4,4,10,10,8,10,7,8,20,10,14,11,18,10,4,50,16,10,1,13,5,33,8,45,3,13,2,40,4,7,6,4,13,20,7,25,16,14,26,10,14,30,26,30,10,3,10,7,15,4,12,6,33,20,26,45,7,4,16,13,26,7,10,50,22,9,12,6,23,14,3,26,10,10,4,8,10,12,2,4,25,10,5,20,3,4,20,35,40,10,35,11,10,3,3,10,2,17,17,7,8,4,3,7,3,10,3,7,6,8,5,1,8,7,12,3,14,8,5,1,26,8,10,6,2,7,10,14,13,8,10,10,0,80,8,20,3,16,12,10,11,3,4,4,14,16,4,20,13,8,3,12,40,8,14,15,16,4,17,12,45,2,33,4,35,8,20,5,17,11,2,13,3,0,15,45,13,20,20,23,30,26,26,20,5,2,0,7,4,20,16,6,8,10,16,2,20,10,5,26
18/10/2013 0:00,12,45,6,14,11,26,7,8,2,10,12,5,11,14,5,3,14,4,4,10,10,8,10,7,8,20,10,14,11,18,10,4,50,18,10,1,14,5,33,8,5,3,13,2,40,4,7,6,4,13,20,7,25,16,14,26,10,14,30,26,30,10,3,10,7,15,4,12,6,33,20,28,45,9,4,16,13,28,9,10,50,24,9,12,8,23,14,3,28,10,10,4,8,10,12,2,4,25,10,5,20,3,4,20,35,40,10,35,13,10,3,3,10,2,19,19,7,8,4,3,7,3,10,3,7,6,8,5,1,8,7,12,3,14,8,5,1,28,8,10,6,2,7,10,14,13,8,10,10,0,10,8,20,3,20,12,10,11,3,4,4,14,20,4,20,13,8,3,14,40,8,14,15,16,4,19,14,45,2,33,6,35,8,20,10,17,11,2,15,3,0,15,45,13,20,20,23,30,26,26,20,5,2,0,7,4,20,16,6,8,10,16,2,20,10,5,26
21/10/2013 0:00,12,50,6,10,11,28,7,8,2,10,12,5,11,14,5,3,20,4,4,40,14,8,35,7,8,12,10,14,11,26,10,4,100,20,35,1,35,5,34,8,55,3,14,2,50,4,7,6,4,15,25,6,25,20,14,28,10,14,30,28,35,16,3,16,7,15,4,12,6,34,25,20,6,15,4,18,14,6,15,6,100,40,9,12,10,24,14,3,35,10,10,4,8,20,12,2,4,50,10,5,20,3,4,20,50,12,10,18,20,10,3,3,10,2,13,10,7,8,4,3,7,3,1,3,7,6,8,5,1,8,7,12,3,14,8,5,20,35,8,35,20,2,7,25,14,13,8,10,10,0,10,8,30,3,50,12,15,11,3,4,4,14,50,4,10,15,8,3,26,13,8,14,15,18,4,10,13,20,2,100,5,60,8,13,11,17,11,2,20,3,0,16,20,15,80,20,24,60,28,28,30,5,2,0,7,4,20,20,6,8,10,16,2,20,10,5,28
22/10/2013 0:00,12,5,6,10,11,4,7,7,2,10,12,5,14,14,5,3,20,2,4,40,14,8,35,7,8,12,10,14,11,26,10,4,50,20,35,1,35,5,10,8,5,8,7,2,50,4,9,6,4,10,25,6,25,7,14,7,10,14,25,8,35,16,3,16,7,17,4,12,6,17,25,20,6,15,4,15,50,6,15,6,100,25,9,12,10,5,14,3,35,10,40,4,8,20,10,2,4,15,10,5,20,3,4,10,25,12,10,18,20,10,3,3,10,8,13,10,7,8,4,3,7,3,1,3,9,6,8,5,1,8,7,12,3,14,8,5,1,35,8,35,20,2,7,25,14,13,8,10,10,0,10,8,30,3,50,12,15,11,3,4,6,14,50,4,10,9,8,3,26,13,8,14,7,7,4,10,13,20,2,25,5,20,8,13,11,19,11,2,20,3,0,16,20,5,20,20,9,15,15,7,20,5,2,0,7,4,10,8,6,8,10,16,2,18,8,5,12
23/10/2013 0:00,12,5,6,10,11,4,7,7,2,10,12,5,18,14,5,3,20,2,14,10,14,4,10,7,16,12,8,14,14,28,6,6,50,13,14,1,6,5,10,8,5,10,7,2,23,8,30,6,14,10,13,6,16,7,14,7,10,16,25,8,10,16,3,18,7,17,4,6,6,17,3,13,8,15,4,15,50,6,15,8,50,25,9,14,10,5,6,3,16,10,10,8,16,10,10,6,8,15,10,5,12,18,4,10,25,12,10,18,20,8,4,3,10,30,13,10,7,8,4,3,7,10,1,3,14,6,8,5,11,8,7,14,5,7,8,7,22,23,8,10,10,2,7,10,14,15,8,10,10,0,10,8,40,3,33,12,26,11,3,4,14,16,33,4,10,9,8,3,28,14,8,12,7,7,4,10,13,6,2,25,5,20,8,14,11,16,11,8,20,3,0,16,20,5,20,20,9,15,15,7,20,5,2,0,7,4,10,8,6,8,10,16,2,18,8,5,12
24/10/2013 0:00,10,5,6,10,15,4,7,7,2,12,7,15,18,14,5,3,20,2,14,10,14,4,10,7,16,12,8,14,15,20,6,6,40,13,14,1,6,5,10,8,5,10,7,2,23,4,30,6,14,10,13,6,16,7,14,7,10,16,20,8,10,16,3,26,7,17,6,6,6,17,3,13,15,15,4,20,10,6,15,23,40,10,9,14,10,5,6,7,16,26,10,8,16,10,5,6,8,33,10,5,12,18,20,10,23,12,12,18,20,8,4,3,10,30,13,30,7,8,14,3,5,10,1,3,14,6,8,10,7,8,7,14,5,7,8,7,1,23,8,10,10,2,7,10,14,10,8,10,12,0,10,8,25,3,33,12,26,11,3,4,14,16,33,4,10,9,6,3,30,10,8,12,7,7,16,4,13,6,2,20,5,20,8,26,11,16,11,33,20,3,0,16,33,5,25,8,9,33,15,7,26,5,2,0,7,4,10,8,6,8,10,20,2,18,8,6,12
25/10/2013 0:00,10,5,6,10,4,4,7,7,8,12,7,6,18,14,5,3,16,4,14,10,14,4,10,16,18,12,8,14,15,20,8,6,40,14,14,1,6,5,10,12,10,10,9,14,24,4,30,6,14,10,14,6,18,7,14,9,10,16,20,8,10,16,3,26,7,19,6,8,6,19,4,14,15,15,4,20,10,6,15,23,40,10,9,14,10,5,6,7,16,26,10,8,16,10,5,6,8,33,12,5,12,18,20,10,23,12,12,18,20,8,4,3,7,30,13,30,8,16,3,3,5,10,1,3,14,6,8,10,7,8,7,14,5,7,16,7,1,24,12,10,10,2,10,10,16,10,8,10,12,0,10,8,25,3,34,12,28,11,3,8,14,16,34,12,10,9,6,3,30,10,12,12,7,9,16,4,13,8,2,20,5,20,8,26,11,16,11,33,20,3,0,16,33,5,25,8,9,33,15,9,26,5,2,0,7,8,10,8,6,8,10,20,2,18,8,6,14
28/10/2013 0:00,10,80,6,15,4,4,7,7,10,12,7,6,18,14,5,3,16,100,14,20,14,4,35,7,35,12,8,14,60,50,30,6,100,20,14,1,6,30,10,10,40,10,40,15,100,4,20,6,14,10,30,4,50,7,14,23,15,16,70,8,50,20,3,28,7,15,6,30,6,10,20,50,30,15,4,70,100,15,15,24,100,30,9,14,20,80,6,7,16,28,16,8,16,20,70,6,8,34,12,5,48,18,20,90,24,40,12,70,40,8,4,3,7,8,15,30,8,16,3,3,5,10,1,3,14,6,8,10,7,8,7,14,5,7,16,7,25,40,13,30,10,2,10,50,30,10,8,10,12,0,16,8,90,3,50,12,20,11,3,11,14,16,50,12,14,9,6,3,30,13,13,12,7,13,16,4,15,35,2,90,5,20,8,28,15,16,11,34,35,3,0,20,34,5,20,8,9,34,6,10,28,5,2,0,56,6,10,8,6,8,10,20,2,18,8,6,23
29/10/2013 0:00,10,30,12,15,4,4,7,7,10,12,7,6,18,14,10,3,18,25,14,20,16,4,35,7,35,18,8,14,12,20,30,6,50,20,14,1,6,30,10,10,30,10,15,15,100,4,20,6,14,10,30,4,50,7,14,23,15,16,17,8,50,7,3,7,7,15,6,30,6,10,20,50,40,7,4,25,15,15,7,4,100,40,9,14,20,30,6,7,16,8,16,8,16,20,20,6,8,50,12,5,12,18,20,15,30,40,12,20,40,8,4,6,7,8,11,12,8,16,3,3,5,10,1,3,14,6,8,10,7,8,7,14,5,7,16,7,1,40,13,30,10,2,10,50,30,10,7,10,12,0,16,8,25,3,50,12,20,12,3,11,14,16,50,12,14,9,6,3,15,13,13,12,7,13,16,4,10,35,2,40,5,30,8,20,12,16,12,8,35,3,0,15,50,5,20,8,9,40,6,10,20,5,2,0,7,6,10,8,6,8,10,20,2,25,8,6,23
